Tempo (s),PWM,RPM
24.169,255.0,1530.0
24.179,255.0,1530.0
24.189,255.0,1530.0
24.199,255.0,1500.0
24.209,255.0,1530.0
24.219,255.0,1530.0
24.229,255.0,1530.0
24.239,255.0,1530.0
24.249,255.0,1500.0
24.259,255.0,1530.0
24.269,255.0,1500.0
24.279,255.0,1530.0
24.289,255.0,1500.0
24.299,255.0,1500.0
24.309,255.0,1500.0
24.32,255.0,1500.0
24.329,255.0,1500.0
24.339,255.0,1470.0
24.349,255.0,1500.0
24.359,255.0,1470.0
24.369,255.0,1500.0
24.379,255.0,1470.0
24.389,255.0,1500.0
24.399,255.0,1500.0
24.409,255.0,1470.0
24.419,255.0,1470.0
24.429,255.0,1500.0
24.439,255.0,1470.0
24.449,255.0,1500.0
24.459,255.0,1470.0
24.469,255.0,1470.0
24.479,255.0,1500.0
24.489,255.0,1470.0
24.499,255.0,1470.0
24.509,255.0,1500.0
24.519,255.0,1470.0
24.529,255.0,1500.0
24.539,255.0,1470.0
24.549,255.0,1470.0
24.559,255.0,1470.0
24.569,255.0,1500.0
24.579,255.0,1440.0
24.589,255.0,1470.0
24.599,255.0,1470.0
24.609,255.0,1470.0
24.62,255.0,1470.0
24.629,255.0,1470.0
24.639,255.0,1470.0
24.649,255.0,1470.0
24.659,255.0,1470.0
24.669,255.0,1470.0
24.679,255.0,1500.0
24.689,255.0,1470.0
24.699,255.0,1500.0
24.709,255.0,1470.0
24.999,255.0,1470.0
25.009,255.0,1500.0
25.019,255.0,1440.0
25.029,255.0,1500.0
25.039,255.0,1470.0
25.049,255.0,1500.0
25.059,255.0,1470.0
25.069,255.0,1470.0
25.079,255.0,1470.0
25.089,255.0,1500.0
25.099,255.0,1440.0
25.109,255.0,1470.0
25.119,255.0,1470.0
25.129,255.0,1500.0
25.139,255.0,1440.0
25.149,255.0,1470.0
25.159,255.0,1470.0
25.169,255.0,1500.0
25.179,255.0,1470.0
25.189,255.0,1440.0
25.199,255.0,1470.0
25.209,255.0,1470.0
25.219,255.0,1470.0
25.229,255.0,1470.0
25.239,255.0,1470.0
25.249,255.0,1470.0
25.26,255.0,1470.0
25.269,255.0,1440.0
25.279,255.0,1470.0
25.289,255.0,1470.0
25.299,255.0,1470.0
25.309,255.0,1440.0
25.319,255.0,1470.0
25.329,255.0,1470.0
25.339,255.0,1440.0
25.349,255.0,1470.0
25.359,255.0,1440.0
25.369,255.0,1470.0
25.379,255.0,1440.0
25.389,255.0,1440.0
25.399,255.0,1440.0
25.409,255.0,1470.0
25.419,255.0,1440.0
25.43,255.0,1440.0
25.439,255.0,1440.0
25.449,255.0,1440.0
25.459,255.0,1470.0
25.469,255.0,1410.0
25.479,255.0,1440.0
25.489,255.0,1440.0
25.499,255.0,1440.0
25.509,255.0,1440.0
25.519,255.0,1410.0
25.529,255.0,1440.0
25.539,255.0,1440.0
25.549,255.0,1440.0
25.559,255.0,1440.0
25.569,255.0,1410.0
25.579,255.0,1440.0
25.589,255.0,1440.0
25.6,255.0,1410.0
25.609,255.0,1440.0
25.619,255.0,1410.0
25.629,255.0,1440.0
25.639,255.0,1440.0
25.649,255.0,1410.0
25.659,255.0,1410.0
25.669,255.0,1440.0
25.679,255.0,1410.0
25.689,255.0,1410.0
25.699,255.0,1410.0
25.709,255.0,1410.0
25.719,255.0,1410.0
25.729,255.0,1410.0
25.739,255.0,1380.0
25.749,255.0,1380.0
25.759,255.0,1410.0
25.769,255.0,1350.0
25.779,255.0,1410.0
25.789,255.0,1380.0
25.799,255.0,1410.0
25.809,255.0,1380.0
25.819,255.0,1470.0
25.829,255.0,1500.0
25.839,255.0,1560.0
25.849,255.0,1680.0
25.859,255.0,1830.0
25.869,255.0,1950.0
25.879,255.0,2070.0
25.889,255.0,2160.0
25.9,255.0,2250.0
25.909,255.0,2280.0
25.919,254.936,2340.0
25.929,254.68,2340.0
25.939,254.712,2250.0
25.949,255.0,2160.0
25.959,255.0,2190.0
25.969,255.0,2280.0
25.979,255.0,2310.0
25.989,254.84,2340.0
25.999,254.584,2340.0
26.009,254.616,2250.0
26.019,255.0,2160.0
26.029,255.0,2190.0
26.039,255.0,2280.0
26.049,254.936,2340.0
26.059,254.776,2310.0
26.07,255.0,2220.0
26.079,255.0,2190.0
26.089,255.0,2160.0
