PWM,RPM
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1830.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1740.0
255.0,1800.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1710.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1860.0
255.0,1830.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1890.0
255.0,1830.0
255.0,1890.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1890.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1860.0
255.0,1830.0
255.0,1860.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1860.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1800.0
255.0,1830.0
255.0,1830.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1800.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1800.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1770.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1740.0
255.0,1710.0
255.0,1740.0
255.0,1710.0
255.0,1710.0
255.0,1740.0
255.0,1680.0
255.0,1710.0
255.0,1680.0
255.0,1710.0
255.0,1680.0
255.0,1680.0
255.0,1710.0
255.0,1650.0
255.0,1680.0
255.0,1680.0
255.0,1650.0
255.0,1650.0
255.0,1680.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1680.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1590.0
255.0,1620.0
255.0,1590.0
255.0,1590.0
255.0,1620.0
255.0,1590.0
255.0,1620.0
255.0,1590.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1680.0
255.0,1650.0
255.0,1650.0
255.0,1680.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1680.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1620.0
255.0,1650.0
255.0,1650.0
255.0,1620.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1620.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1620.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1590.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1590.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1560.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1470.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1410.0
255.0,1410.0
255.0,1410.0
255.0,1380.0
255.0,1410.0
255.0,1410.0
255.0,1440.0
255.0,1410.0
255.0,1440.0
255.0,1440.0
255.0,1440.0
255.0,1440.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1470.0
255.0,1500.0
255.0,1500.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1470.0
255.0,1500.0
255.0,1470.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1500.0
255.0,1530.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1500.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
255.0,1530.0
